name,price,neighbourhood_cleansed,room_type,minimum_nights,accommodates,bedrooms,beds,bathroom_count,bathroom_type
TB208 / 2 Mi to Broadway / Parking / Amenities,240.0,District 21,Entire home/apt,3,7,3.0,4.0,2.0,bath
LUXE CONTEMPORARY 4BR/4BA  ★ TOWNHOUSE W/ ROOFTOP,224.0,District 21,Entire home/apt,2,12,4.0,11.0,4.0,bath
TB309 / 2 Mi Downtown / Rustic / Parking / Pool,136.0,District 21,Entire home/apt,3,4,1.0,1.0,1.0,bath
Tower Vivian,500.0,District 21,Entire home/apt,2,8,3.0,5.0,3.0,bath
Spacious Nashville Retreat ~ 6 Miles to Broadway!,181.0,District 26,Entire home/apt,3,12,4.0,6.0,3.0,bath
"The Crystal | Lovely, Comfy, & Super Walkable",106.0,District 19,Entire home/apt,1,6,2.0,2.0,1.0,bath
Sunny Scifi Suite - Hot Tub - No Fees - No Chores,74.0,District 8,Private room,1,2,1.0,1.0,1.0,private bath
Mint House Nashville Music Row: 1 Bedroom Apt,173.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
★XL ROOFTOP★14 MIRRORS★SMART TVS★KING EN SUITE★,243.0,District 21,Entire home/apt,2,12,4.0,11.0,4.0,bath
Mint House Nashville Music Row: 2 Bedroom Apt,198.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
Open East Nashville Home-Kid Friendly! Bikeable DT,287.0,District 5,Entire home/apt,2,8,2.0,4.0,2.0,bath
Vibrant Stay 2.5 miles from Broadway's Live Music!,95.0,District 5,Private room,1,2,1.0,2.0,2.0,shared bath
Sci-Fi Room - Hot Tub - No Fees - No Chores,71.0,District 8,Private room,1,2,1.0,1.0,1.0,private bath
Music Row Townhouse Haven,143.0,District 17,Entire home/apt,2,6,2.0,3.0,1.5,bath
Perfect Location Music Row District Townhouse,145.0,District 17,Entire home/apt,2,6,2.0,3.0,1.5,bath
Music City Townhouse right on Music Row,143.0,District 17,Entire home/apt,2,6,2.0,3.0,1.5,bath
Luxury Home w/Rooftop Patio- 7 Minutes to Downtown,253.0,District 17,Entire home/apt,3,12,4.0,7.0,3.5,bath
"‘DOLLY’ in Downtown Nashville, TN",104.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
Luxurious Historic Jewel in Hillsboro Village,337.0,District 18,Entire home/apt,2,12,4.0,6.0,3.0,bath
Private Nook in Nashville near The Bluebird Cafe!,49.0,District 25,Private room,28,1,1.0,1.0,1.5,bath
"EAST NSHVL apt D w/Saltwater Pool, Gym & Biz Cntr!",99.0,District 6,Entire home/apt,30,4,2.0,2.0,1.0,bath
Trendy 3BR Apartment In Heart Of East Nashville,82.0,District 5,Entire home/apt,30,3,3.0,3.0,1.0,bath
Delightful Old Hickory Village with lights,135.0,District 11,Entire home/apt,30,3,2.0,2.0,1.0,bath
Modern ★Nashville★ Full House ~ mins to Broadway,252.0,District 17,Entire home/apt,2,12,4.0,6.0,2.5,bath
🍍Bright + Modern Southern Gem | 10 min to❤️ of DT,693.0,District 5,Entire home/apt,1,8,2.0,4.0,2.5,bath
Red Hot Contemporary | Classy + Posh | 10 min → DT,693.0,District 5,Entire home/apt,1,10,2.0,4.0,2.5,bath
DUAL HOMES ★ GULCH SUPERSTARS ★ EPIC ROOFTOPS,454.0,District 17,Entire home/apt,2,16,8.0,16.0,8.0,bath
East Nshvl AptB w/Saltwater Pool and Gym,99.0,District 6,Entire home/apt,30,4,2.0,2.0,1.0,bath
East Nshvl AptK w/Saltwater Pool & Gym,99.0,District 6,Entire home/apt,30,4,2.0,2.0,1.0,bath
"Renovated 3 Bed/2 Bath Cottage, Deck/Yard, 7 Beds",148.0,District 13,Entire home/apt,2,10,3.0,7.0,2.0,bath
Short Walk to Broadway 1 bedroom,327.0,District 19,Entire home/apt,1,6,1.0,3.0,1.0,bath
A Wooded Retreat,101.0,District 13,Entire home/apt,2,3,1.0,2.0,1.0,bath
Modern Downtown Mid-Rise w/ Pool and Balcony,137.0,District 19,Entire home/apt,2,5,1.0,3.0,1.0,bath
Large Riverhouse Getaway | City Views + Royal Beds,336.0,District 2,Entire home/apt,2,10,3.0,6.0,3.5,bath
SUNSET ROOM ★ Comfy Bedroom w/ Ensuite Bath+Garage,122.0,District 5,Private room,3,2,1.0,1.0,1.0,private bath
Historic Warehouse Industrial Loft 2 miles to DT,219.0,District 21,Entire home/apt,3,10,3.0,7.0,2.0,bath
Downtown Modern Mid-Rise w/ Pool and Balcony,207.0,District 19,Entire home/apt,2,8,2.0,4.0,2.0,bath
The Guitar’s house,130.0,District 28,Entire home/apt,3,8,3.0,3.0,2.0,bath
Guest room/ private bathroom  South Nashville,50.0,District 27,Private room,1,1,1.0,1.0,1.0,private bath
Walkable! Music Row's SONGBIRD PERCH,124.0,District 17,Entire home/apt,2,4,2.0,2.0,1.0,bath
Two-Story Luxury Cottage 5 Min to Downtown,275.0,District 5,Entire home/apt,2,10,3.0,8.0,2.5,bath
Unfurnished Condo | Amazing Layout w Balcony & In-building Storage *30 day min*,60.0,District 5,Entire home/apt,1,2,1.0,1.0,1.0,bath
2.6 Miles to Downtown Nashville - FREE PARKING,121.0,District 2,Entire home/apt,2,8,2.0,3.0,2.5,bath
The WeHo Studio - 30 night minimum!,49.0,District 17,Entire home/apt,30,2,1.0,1.0,1.0,bath
BRAND NEW LUXURY HOME 14 BEDS! WALK TO BROADWAY!,356.0,District 19,Entire home/apt,2,12,4.0,14.0,4.0,bath
Minutes From Downtown - Newly Remodeled Studio,321.0,District 17,Entire home/apt,1,4,1.0,1.0,1.0,bath
"Modern East Nashville Suite, 2 miles from downtown",70.0,District 6,Entire home/apt,2,4,1.0,2.0,1.0,bath
AFFLUENT COMFORT ★ THE NATIONS ★ BIG LUXURY HOME,185.0,District 20,Entire home/apt,2,12,4.0,7.0,3.0,bath
Country Cottage Long Hunter Percy Priest Lake Area,119.0,District 33,Entire home/apt,30,6,4.0,5.0,2.5,bath
New Hot Tub! Stunning House Walk to Belmont!,362.0,District 18,Entire home/apt,2,12,4.0,9.0,4.0,bath
ONLY 3 miles from Broadway! - Greenwood Gem,160.0,District 5,Entire home/apt,2,4,2.0,2.0,3.0,bath
Hidden rural home; quick drive to Nashville,122.0,District 1,Entire home/apt,30,6,3.0,3.0,2.0,bath
The Record Room - 2 Blocks to Broadway - Ultimate,540.0,District 19,Entire home/apt,2,12,4.0,8.0,3.0,bath
Classy Campbell Cottage - Newly Renovated 2BR,125.0,District 26,Entire home/apt,3,4,2.0,2.0,2.0,bath
The Music City Suite!  Dwntwn/Buc/Grmntwn/BVsta 3a,39.0,District 21,Entire home/apt,30,2,1.0,1.0,1.0,bath
SUNRISE ROOM - Stylish Room w/ Ensuite Bath+Garage,120.0,District 5,Private room,3,2,1.0,1.0,1.0,private bath
Insta-worthy 8 Guest Oasis - 7 Mins from Downtown,329.0,District 17,Entire home/apt,3,8,3.0,6.0,3.5,bath
★The East Myrtle★Entire modern townhome w/ rooftop,260.0,District 5,Entire home/apt,1,12,3.0,5.0,3.5,bath
*Furnished* Spacious Luxury 3BR/3.5BA with rooftop,119.0,District 5,Entire home/apt,14,10,3.0,9.0,3.5,bath
"DAWN ROOM★Stunning, Large Bedroom w/ Ensuite Bath★",120.0,District 5,Private room,3,2,1.0,1.0,1.0,private bath
Sleek Studio Right Outside of Downtown!,259.0,District 21,Entire home/apt,31,4,1.0,2.0,1.0,bath
Star Worthy-Skyline Views-5min to Broadway,210.0,District 2,Entire home/apt,2,8,3.0,6.0,2.5,bath
Beautiful Stylish Town-home,172.0,District 2,Entire home/apt,2,10,3.0,6.0,3.5,bath
DUSK ROOM★Gorgeous Bedroom - 2 Beds & Ensuite Bath,120.0,District 5,Private room,3,2,1.0,2.0,1.0,shared bath
Elegant Space Walk to Belmont & Hillsboro Village,227.0,District 18,Entire home/apt,2,8,3.0,4.0,3.5,bath
Pink Paradise Just 10 mins from Downtown Nashville,135.0,District 5,Entire home/apt,1,8,2.0,5.0,1.0,bath
Boom Chicamauga,118.0,District 5,Entire home/apt,1,2,1.0,1.0,1.0,bath
Upscale Stay Walk to Hillsboro Village or Belmont!,181.0,District 18,Entire home/apt,2,6,2.0,3.0,2.5,bath
CocoaChateau-Walk2Broadway/Bridgestone/MusicCtyCtr,128.0,District 19,Entire home/apt,1,5,1.0,2.0,1.0,bath
Mercury 201 Apartment,296.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
A4) Gulch Home- Beautiful DT View ROOFTOP Deck,268.0,District 17,Entire home/apt,2,12,4.0,14.0,4.0,bath
Historical 1865 tobacco barn building! - Sleeps 8,193.0,District 21,Entire home/apt,2,8,2.0,2.0,1.0,bath
Nurmat 2 Apartment,296.0,District 30,Entire home/apt,1,2,1.0,1.0,1.0,bath
1 Bedroom- Few Minutes from Downtown!,125.0,District 3,Private room,1,2,1.0,1.0,2.0,bath
Happiness on Nashville's Riverfront - Unit # 910,130.0,District 19,Entire home/apt,2,6,2.0,3.0,2.0,bath
Funky 80s Themed Townhouse,164.0,District 19,Entire home/apt,2,6,2.0,3.0,2.5,bath
Celebrate ★Best Skyline Views★ In Downtown +8bds,258.0,District 19,Entire home/apt,2,10,3.0,8.0,4.0,bath
Cozy East Nashville Private Room Long Term,44.0,District 6,Private room,30,2,1.0,1.0,1.0,shared bath
Cute and Cozy Home | 10 Minutes to Broadway!,210.0,District 2,Entire home/apt,28,2,2.0,2.0,1.0,bath
Walk To Broadway-Charming Modern-Historic Townhome,152.0,District 19,Entire home/apt,2,8,2.0,3.0,1.5,bath
Modern Farmhouse brand new home built May 2020!,70.0,District 22,Entire home/apt,2,4,1.0,1.0,1.5,bath
Cute West Nashville Townhouse,165.0,District 22,Entire home/apt,3,6,2.0,2.0,1.5,bath
Cozy Home 13 mins from Downtown Nashville!,215.0,District 3,Entire home/apt,2,8,3.0,4.0,2.0,bath
Magnolia Knoll at Capital View Amazing Coffee Bar,397.0,District 5,Entire home/apt,2,10,3.0,6.0,2.5,bath
A3/A4) 2 ATTACHED GULCH Homes - 8BR/8BA - Rooftop,535.0,District 17,Entire home/apt,2,16,8.0,26.0,8.0,bath
**The Nashville Nest! Minutes frm DT and Airport**,69.0,District 13,Entire home/apt,2,6,1.0,2.0,2.0,bath
Charming location near Vandy/Belmont/Downtown-4,181.0,District 17,Entire home/apt,2,6,2.0,2.0,1.0,bath
Down to Earth - 20 min to Downtown!,195.0,District 9,Entire home/apt,3,4,2.0,2.0,1.0,bath
Cozy & Updated 1 Br Studio - Downtown Nashville,128.0,District 19,Entire home/apt,2,3,1.0,2.0,1.0,bath
The Honey Bee Suite - WALKABLE to 12 South!,68.0,District 17,Entire home/apt,1,3,1.0,3.0,1.0,bath
New ★Rooftop Deck★4BR/4BA 3mi to Broadway,349.0,District 5,Entire home/apt,3,12,4.0,8.0,4.0,bath
Modern Ranch Home Close to Downtown Nashville,227.0,District 8,Entire home/apt,2,8,3.0,6.0,2.0,bath
New! * 2 RoofTops Downtown Views * Game Room,200.0,District 21,Entire home/apt,2,12,4.0,11.0,4.0,bath
"Modern+Urban Nashville Oasis-Minutes to Broadway, Gulch, Weho and 12S!",144.0,District 17,Entire home/apt,2,8,2.0,5.0,2.0,bath
Nashville Studio Margaritaville Resort w/Amenities,299.0,District 19,Private room,3,4,1.0,2.0,1.5,bath
1 Bedroom Suite - BentoLiving Chestnut Hill,200.0,District 17,Private room,1,2,1.0,1.0,1.0,shared bath
Sonder Belcourt | One-Bedroom Apartment w/ Balcony,117.0,District 18,Entire home/apt,2,4,1.0,2.0,1.0,bath
Cozy E. Nash Abode-Buy 3 Nights Get 1 Free,140.0,District 5,Entire home/apt,2,6,1.0,2.0,1.0,bath
♫ Music City Gem 2: 1BR+1BA+W&D+5 to Broadway!,91.0,District 5,Private room,2,2,1.0,1.0,1.0,private bath
Sonder Belcourt | Studio Apartment w/ Balcony,128.0,District 18,Entire home/apt,2,4,1.0,1.0,1.0,bath
The Sierra Cottage - WALKABLE Southwestern Home!,95.0,District 8,Entire home/apt,1,6,2.0,3.0,1.0,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath),188.0,District 15,Entire home/apt,5,6,2.0,4.0,2.0,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath),188.0,District 15,Entire home/apt,5,6,2.0,4.0,2.0,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath),188.0,District 15,Entire home/apt,5,6,2.0,4.0,2.0,bath
Sleep 10 - Luxe Home - Buy 3 Nights Get 1 Free,194.0,District 5,Entire home/apt,2,10,3.0,6.0,2.5,bath
Sonder 16th South | Superior Two-Bedroom Apartment,144.0,District 17,Entire home/apt,2,6,2.0,3.0,1.0,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath),188.0,District 15,Entire home/apt,5,6,2.0,4.0,2.0,bath
Downtown Nashville Hot Spot King Bed Broadway,105.0,District 19,Entire home/apt,2,6,1.0,5.0,1.0,bath
JUNE ~ Spacious 4 BR ~ 15 Beds ~ 2 mi. to Downtown,147.0,District 2,Entire home/apt,2,12,4.0,15.0,2.5,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath LO),188.0,District 15,Entire home/apt,5,8,2.0,4.0,2.0,bath
Gorgeous E. Nash Home-Buy 3 Nights Get 1 Free,148.0,District 5,Entire home/apt,2,6,1.0,4.0,1.0,bath
Cozy E. Nash Home-Buy 3 Nights Get 1 Free,135.0,District 5,Entire home/apt,2,6,1.0,2.0,1.0,bath
Modern Loft In Wedgewood Houston/Downtown *90 day minimum*,58.0,District 17,Entire home/apt,1,2,1.0,1.0,1.0,bath
Beautiful three bedroom home 6 min from airport!,80.0,District 13,Entire home/apt,31,3,3.0,3.0,2.0,bath
The Eastland-Sleep 6-Buy 3 Nights Get 1 Free,160.0,District 5,Entire home/apt,2,6,1.0,6.0,1.0,bath
The Cleveland- Buy 3 Nights Get 1 Free,127.0,District 5,Entire home/apt,2,6,1.0,6.0,1.0,bath
Walk to It All In E. Nash-Buy 3 Nights Get 1 Free,197.0,District 5,Entire home/apt,2,10,3.0,6.0,2.5,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath LO),188.0,District 15,Entire home/apt,5,8,2.0,4.0,2.0,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath LO),188.0,District 15,Entire home/apt,5,8,2.0,4.0,2.0,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath LO),188.0,District 15,Entire home/apt,5,8,2.0,4.0,2.0,bath
Wyndham Nashville Resort (2 Bedroom 2 Bath LO),188.0,District 15,Shared room,5,8,1.0,4.0,2.0,shared bath
Sonder Belcourt | Two-Bedroom Apartment w/ Balcony,148.0,District 18,Entire home/apt,2,6,2.0,-1.0,2.0,bath
"The Beech House 3bdrm/4btrm, king beds/Big livRm",238.0,District 17,Entire home/apt,1,10,3.0,5.0,4.0,bath
SoBro Guest House by Black Swan - Instagram-Worthy,99.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
SoBro Guest House by Black Swan - Center of Downtown,110.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Modern Suite,112.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
The Maxwell-Stunning Home-Buy 3 Nights Get 1 Free,204.0,District 5,Entire home/apt,2,10,3.0,5.0,2.5,bath
Spend the Holiday With Us- Buy 3 Nights Get 1 Free,186.0,District 5,Entire home/apt,2,10,3.0,7.0,2.5,bath
La Villa*Studio South Nash. Hot tub/self check in,81.0,District 30,Entire home/apt,2,3,1.0,1.0,1.0,bath
Huge Luxury Chefs Kitchen,206.0,District 17,Entire home/apt,2,12,4.0,10.0,3.5,bath
Spacious Belmont/12 S Guest Suite -Walkable!,170.0,District 18,Entire home/apt,2,6,3.0,5.0,1.0,bath
New + Spacious East Nashville Home,99.0,District 7,Private room,30,1,1.0,1.0,1.0,shared bath
Charming East Nashville Home,153.0,District 8,Entire home/apt,3,8,3.0,4.0,2.0,bath
Serene Guest Cottage - Walk 2 FOOD/ 6 min 2 BRDWY!,105.0,District 5,Entire home/apt,2,2,1.0,1.0,1.0,bath
Delightful Getaway Home!. 1.5 Miles To Downtown!,171.0,District 5,Entire home/apt,1,6,2.0,3.0,2.5,bath
Beverly on Broadway! Stunning 3 Bedroom Suite,302.0,District 19,Entire home/apt,3,10,3.0,5.0,3.0,bath
3 Br/2.5 Ba Townhouse - Downtown Nashville,603.0,District 19,Entire home/apt,3,7,3.0,3.0,2.5,bath
Mint House Nashville Hillsboro Vill: Studio Apt,111.0,District 17,Entire home/apt,1,2,1.0,2.0,1.0,bath
Mint House Nashville Hillsboro Vill: 1 Bedroom Apt,133.0,District 17,Entire home/apt,1,4,1.0,2.0,1.0,bath
Home away from home,88.0,District 33,Private room,30,1,1.0,1.0,1.0,private bath
Riverhouse Nashville Shared Space!,75.0,District 2,Private room,29,1,1.0,1.0,1.0,private bath
Stay Luxe In East Nash- Buy 3 Nights Get 1 Free,186.0,District 5,Entire home/apt,2,10,3.0,8.0,2.5,bath
CHARMING ★ GREEN HILLS ★ COTTAGE,207.0,District 25,Entire home/apt,2,6,2.0,2.0,1.0,bath
Barclay Cozy Retreat/East Nashville/2 Condos,429.0,District 6,Entire home/apt,2,12,4.0,4.0,3.0,bath
The Honeysuckle - 7 Minutes to Downtown Nashville!,122.0,District 16,Entire home/apt,1,9,3.0,5.0,2.0,bath
Cozy Private Guest Suite,57.0,District 8,Entire home/apt,2,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan 2 Free Parking (1/1) NEW,99.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Downtown Nashville,99.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
"New guesthouse w/ full kitchen, bath & parking",120.0,District 5,Entire home/apt,2,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Parking Included,110.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Urban Apartment,99.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Hawkins Street Hide Out,250.0,District 19,Entire home/apt,30,7,1.0,4.0,1.0,bath
Tranquil River Cottage in East Nashville,72.0,District 7,Entire home/apt,30,2,1.0,1.0,1.0,bath
Rooftop Patio 5 Min to Downtown Modern,461.0,District 5,Entire home/apt,2,12,4.0,6.0,3.5,bath
SoBro Guest House by Black Swan - Urban Flat,99.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan 17 Urban Escape (1/1) NEW,111.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
"Window to the Woods, Nashville Suite",120.0,District 31,Private room,1,2,1.0,1.0,1.0,private bath
MUSIC CITY CHARMER ★ RENOVATED ★ TONS OF BEDS,163.0,District 16,Entire home/apt,2,12,4.0,8.0,3.0,bath
Super cute and comfy townhouse! Green Hills Gem!,126.0,District 25,Entire home/apt,31,2,2.0,2.0,1.5,bath
"Piomingo - Minutes from Downtown, Eclectic Design",318.0,District 20,Entire home/apt,1,8,4.0,4.0,2.5,bath
Riverfront Condo Downtown Nashville,89.0,District 19,Entire home/apt,2,4,1.0,1.0,1.0,bath
SoBro Guest House by Black Swan - Downtown,114.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Close to Broadway,121.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Instagram-able,103.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Free Downtown Parking,99.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
13onDuke / Rooftop / Mins to Downtown & Broadway,131.0,District 5,Entire home/apt,3,6,1.0,4.0,1.0,bath
Mint House at The Reserve: 1 Bedroom Apartment,231.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Mint House at The Reserve: 1 Bedroom Apt Plus,231.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
CW Nashville 1BR Condo,250.0,District 15,Entire home/apt,2,4,1.0,1.0,1.0,bath
Mint House at The Reserve: Studio Apartment,201.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
Nashville Condo Near Downtown- Walking Distance to,160.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
CW Nashville 2BR Condo,295.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
Spacious Luxury In Hip East Nash-Winter Promo,196.0,District 5,Entire home/apt,2,10,3.0,7.0,2.5,bath
Wild About Nashville-Walk Downtown-FREE Park-Pool,110.0,District 19,Entire home/apt,1,5,1.0,2.0,1.0,bath
"Fantastic Porch, Golf Views, 3mi to Broadway!",178.0,District 6,Entire home/apt,2,8,3.0,6.0,2.0,bath
"Upscale Riverfront Condo, .7 Miles to Broadway!",209.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
"Private, Clean & Comfy Guest Suite",45.0,District 29,Entire home/apt,30,1,1.0,1.0,1.0,bath
Mid-century Modern Home with a Rooftop Patio!,213.0,District 19,Entire home/apt,3,12,4.0,6.0,4.0,bath
Cozy Private Nook in East Nashville,89.0,District 7,Private room,2,2,1.0,1.0,1.0,private bath
Spacious home w/ open layout ~ 6 min to Broadway!,124.0,District 2,Entire home/apt,2,10,3.0,6.0,2.5,bath
Downtown Designer House with a Rooftop Patio!,247.0,District 19,Entire home/apt,3,10,3.0,4.0,2.5,bath
The Nomad Pad,199.0,District 18,Entire home/apt,2,3,1.0,2.0,1.0,bath
Bright welcoming 2 bedrooms,278.0,District 21,Entire home/apt,30,4,2.0,2.0,1.0,bath
NEW LUXURY HOME! WALK 2 BROADWAY 14 BEDS MINI GOLF,398.0,District 19,Entire home/apt,2,12,4.0,15.0,4.0,bath
Luxury Escape at Nashville,247.0,District 17,Entire home/apt,3,10,3.0,6.0,2.5,bath
LUXURY HOME 14 BEDS! ROOFTOP VIEWS WALK 2 BROADWAY,339.0,District 19,Entire home/apt,2,12,4.0,15.0,4.0,bath
Modern Home in Music City with 8 Beds Near Downtown,98.0,District 19,Entire home/apt,1,12,4.0,8.0,4.0,bath
~Home away from home near downtown Nashville~,135.0,District 24,Entire home/apt,1,2,1.0,2.0,1.0,bath
"Trendy Home in Nashville with 8 Beds, Near Downtown!",91.0,District 19,Entire home/apt,1,12,4.0,8.0,4.0,bath
Charming Argyle Home Near Downtown!,152.0,District 17,Entire home/apt,3,6,3.0,4.0,2.0,bath
Two Homes in Music City with 16 Beds Near Downtown,320.0,District 19,Entire home/apt,2,16,8.0,16.0,8.0,bath
"“Best Airbnb!  Perfect location, awesome host!”",622.0,District 6,Entire home/apt,3,8,4.0,5.0,2.5,bath
Luxury Home Near Broadway for All Occasions!,206.0,District 5,Entire home/apt,3,10,4.0,6.0,3.0,bath
80’s Modern Studio W/ Private Courtyard,101.0,District 17,Entire home/apt,2,2,1.0,1.0,1.0,bath
Winter Deals*Large Groups!*Bachelorettes*Rare Find,740.0,District 5,Entire home/apt,3,12,4.0,9.0,3.5,bath
Micro Studio w/ Shared Communal Space -  BLCH,118.0,District 17,Private room,1,2,1.0,1.0,1.0,private bath
The Graymoor Loft - 10 Mins to Downtown Nashville!,168.0,District 24,Entire home/apt,1,4,2.0,4.0,1.0,bath
STUNNING NEW 3 BEDROOM HOME! SKYLINE VIEWS! 9 BEDS,201.0,District 2,Entire home/apt,2,10,3.0,9.0,3.0,bath
Premium Studio - BentoLiving Chestnut Hill,127.0,District 17,Private room,1,2,1.0,1.0,1.0,private bath
Sylvan Park Boutique Bungalow 5 mins to Vanderbilt,193.0,District 24,Entire home/apt,1,6,3.0,4.0,1.5,bath
Junior Suite - BentoLiving Chestnut Hill,140.0,District 17,Private room,1,2,1.0,1.0,1.0,private bath
"Luxury 2BR at Wyndham Resort in Nashville, TN",131.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
Luxury Condo in Downtown Historic Prime Location,938.0,District 19,Entire home/apt,3,16,4.0,6.0,4.5,bath
♫ Music City Gem 1: 1BR+1BA+W&D+5 to Broadway!,82.0,District 5,Private room,2,2,1.0,1.0,1.0,private bath
Charming Bungalow in the Heart of Nashville,750.0,District 17,Entire home/apt,2,6,3.0,4.0,2.0,bath
Moments at Meharry!,213.0,District 19,Entire home/apt,3,10,4.0,6.0,4.0,bath
Executive Condo! East Nashville!,80.0,District 7,Entire home/apt,30,4,1.0,1.0,1.0,bath
GULCH MEGA HOME ★ 3500 SQ FT ★ WALK TO ACTION,277.0,District 17,Entire home/apt,2,12,4.0,5.0,4.5,bath
LUXURY SUPER HOME ★ AMAZING AREA ★ VIEWING DECK,182.0,District 17,Entire home/apt,2,12,4.0,8.0,3.0,bath
The Cleo-Luxe E. Nash Home-Buy 3 Nights Get 1 Free,148.0,District 5,Entire home/apt,2,6,1.0,4.0,1.0,bath
Large Groups Welcome! 12mins from Downtown,413.0,District 1,Entire home/apt,1,12,4.0,16.0,3.5,bath
Sutton Hill Manor LGBTQ+,90.0,District 25,Private room,1,2,1.0,1.0,1.0,shared bath
Howdy House | Rooftop Skyline View | 4 mi BRDWY,346.0,District 7,Entire home/apt,3,10,3.0,5.0,3.5,bath
"Nashville's Zen Haven, Private Pool, Luxury Home",868.0,District 24,Entire home/apt,3,12,4.0,8.0,3.5,bath
BCP / Mins to Downtown Broadway / 6 Beds / Luxury,190.0,District 2,Entire home/apt,3,10,3.0,6.0,2.5,bath
Sonder The Saddlery | Two-Bedroom Apartment,302.0,District 19,Entire home/apt,2,6,2.0,-1.0,1.5,bath
Sonder The Saddlery | Superior Two-Bedroom Apartment,270.0,District 19,Entire home/apt,2,6,2.0,-1.0,1.5,bath
Quiet 2-BD apt w/ patio 31+ nights near Vanderbilt,111.0,District 21,Entire home/apt,31,4,2.0,2.0,2.0,bath
Brand New Listing!  -  Superhost on other homes,114.0,District 21,Entire home/apt,2,5,2.0,2.0,2.5,bath
Charming Modern Tudor in Historic Belmont,176.0,District 18,Entire home/apt,3,4,1.0,2.0,1.0,bath
Modern East Nashville Retreat with Mini Golf Course,463.0,District 2,Entire home/apt,1,10,4.0,6.0,4.0,bath
Spacious 2-BD 2-Bath in quiet West End - 31+ days,104.0,District 21,Entire home/apt,31,4,2.0,2.0,2.0,bath
Moody Country Gem! 1 BD apt in West End - 31 days+,102.0,District 21,Entire home/apt,31,2,1.0,1.0,1.5,bath
Spacious 2 BR 2 BA apt in West End/Vandy - 30 days,111.0,District 21,Entire home/apt,31,4,2.0,2.0,2.0,bath
Sophisticated 2 BR 2 BA apt in West End/Vanderbilt,110.0,District 21,Entire home/apt,31,4,2.0,2.0,2.0,bath
Private big 1BD Apt near Vanderbilt - 31 day min,72.0,District 21,Entire home/apt,31,2,1.0,1.0,1.0,bath
Spectacular 2 BR 2 BA apt in West End/Vanderbilt,121.0,District 21,Entire home/apt,31,4,2.0,2.0,2.0,bath
2nd Ave Cityside Luxury Condo,668.0,District 19,Entire home/apt,3,8,2.0,3.0,2.0,bath
Lovely 1 bedroom apartment in Downtown Nashville,40.0,District 19,Entire home/apt,5,1,1.0,1.0,1.0,bath
Spacious 1 bed - great location East Nashville,97.0,District 6,Entire home/apt,2,5,1.0,2.0,1.0,bath
NEW 1 bd/1 br in heart of trendy East Nashville,107.0,District 6,Entire home/apt,2,3,1.0,2.0,1.0,bath
"Classy, Cozy, Close 2 downtown! 3 stylish stories!",257.0,District 5,Entire home/apt,3,9,2.0,4.0,2.5,bath
Glencliff Cottage,280.0,District 16,Entire home/apt,2,5,3.0,3.0,1.0,bath
2nd Ave Riverside Condo in the heart of Downtown,668.0,District 19,Entire home/apt,3,8,2.0,3.0,2.5,bath
