name,price,neighbourhood_cleansed,room_type,minimum_nights,accommodates,bedrooms,beds,bathroom_count,bathroom_type
TB One / Combo of Two Luxury Condos / Large Groups,494.0,District 21,Entire home/apt,3,9,4.0,5.0,3.0,bath
Stunning lakefront retreat minutes from Nashville,495.0,District 11,Entire home/apt,3,12,4.0,12.0,2.5,bath
"The Dolly- Lofts at Noel Court, Downtown",593.0,District 19,Entire home/apt,2,8,2.0,7.0,2.5,bath
HGTV Remodeled Apartment Close to Everything,105.0,District 5,Entire home/apt,1,4,1.0,2.0,1.0,bath
"The Dolly Parton- Lofts at Noel Court, Downtown",586.0,District 19,Entire home/apt,3,16,4.0,11.0,5.0,bath
"The Parton- Lofts at Noel Court, Downtown",593.0,District 19,Entire home/apt,2,8,2.0,5.0,2.5,bath
Best stay In The Heart of Nashville,180.0,District 19,Entire home/apt,2,8,2.0,3.0,2.0,bath
The Centennial - Bohemian Condo in The Nations!,116.0,District 20,Entire home/apt,1,6,2.0,3.0,2.0,bath
Southern Charm - Rooftop Hot Tub - Designer Home,313.0,District 21,Entire home/apt,1,12,4.0,4.0,4.0,bath
Contemporary 2 BR 2BA apt in West End/Vanderbilt,116.0,District 21,Entire home/apt,31,4,2.0,2.0,2.0,bath
Open concept 2 BR 2 BA apt in West End/Vanderbilt,104.0,District 21,Entire home/apt,31,4,2.0,2.0,2.0,bath
Vaulted Ceilings 1 BR + loft West End/Vanderbilt,121.0,District 21,Entire home/apt,31,8,2.0,4.0,2.0,bath
Design apt - 2BD 3Bath + Loft w/ 3 beds - West End,109.0,District 21,Entire home/apt,31,7,3.0,5.0,3.0,bath
Monthly rental Duplex in West End Ideal Roommates,109.0,District 21,Entire home/apt,31,10,3.0,4.0,2.5,bath
Spacious 4-Bed Loft ideal roommate near Vanderbilt,137.0,District 21,Entire home/apt,31,10,4.0,4.0,4.0,bath
Spacious Duplex Ideal Roommates in West End/Vandy,134.0,District 21,Entire home/apt,31,8,4.0,5.0,3.0,bath
Duke9 / Chic Penthouse / Mins Downtown & Broadway,189.0,District 5,Entire home/apt,3,10,3.0,5.0,2.0,bath
Chester / Trendy East Nashville / Outdoor Space,215.0,District 7,Entire home/apt,3,10,3.0,6.0,2.5,bath
FUN COUNTRY in the MuSiC CiTy_BRENTWOOD EXEC HOME,224.0,District 4,Entire home/apt,31,10,4.0,6.0,2.5,bath
"The Johnny Cash- Lofts at Noel Court, Downtown",531.0,District 19,Entire home/apt,3,12,2.0,10.0,3.0,bath
"The Johnny- Lofts at Noel Court, Downtown",457.0,District 19,Entire home/apt,2,6,1.0,4.0,1.5,bath
"The Cash- Lofts at Noel Court, Downtown",457.0,District 19,Entire home/apt,2,6,1.0,4.0,1.5,bath
Nashville/Margaritaville get ready for fun & relax,100.0,District 19,Private room,3,4,1.0,2.0,1.0,private bath
NEW! Chic Design on Music Row at West End*Vandy*Downtown,92.0,District 19,Entire home/apt,1,6,1.0,3.0,1.0,bath
Frank on Fern,471.0,District 2,Entire home/apt,3,10,3.0,4.0,3.5,bath
< 1 mile from BDWY on Cumberland River,150.0,District 19,Entire home/apt,2,4,1.0,1.0,1.0,bath
SLEEPS 12+ *PRIME LOCATION* 7 BEDS * FRONT PORCH,230.0,District 5,Entire home/apt,3,10,1.0,5.0,2.0,bath
Music Row Comfort at Downtown*Gulch*Vandy,103.0,District 19,Entire home/apt,1,4,1.0,4.0,1.0,bath
NEW! Luxury on Music Row at Downtown*Vandy*Gulch,136.0,District 19,Entire home/apt,1,6,1.0,3.0,1.0,bath
Nashville Within Reach at Shelby Ave Suites #204,65.0,District 6,Entire home/apt,30,2,1.0,1.0,1.0,bath
Stylish Guest House in Hip Hillsboro Village,162.0,District 18,Entire home/apt,1,5,1.0,3.0,1.0,bath
Carriage House Walkable to Dining & Shops,105.0,District 18,Entire home/apt,1,2,1.0,1.0,1.0,bath
Charming Carriage House in Walkable Area,105.0,District 18,Entire home/apt,1,4,1.0,2.0,1.0,bath
"Built in 2020, nice neighborhood.",108.0,District 24,Entire home/apt,30,8,5.0,5.0,4.0,bath
"2 Miles to Broadway w/Rooftop Deck, Grill + Garage",302.0,District 21,Entire home/apt,2,12,4.0,6.0,4.0,bath
"Beautiful, Large Condo in the Heart of Nashville",135.0,District 21,Entire home/apt,30,4,1.0,2.0,1.0,bath
LUXE LOFT - Professionally designed,124.0,District 2,Entire home/apt,1,3,1.0,3.0,1.0,bath
No Cleaning Fees! & Breakfast Included!,285.0,District 17,Entire home/apt,3,6,3.0,3.0,1.0,bath
Beautiful Condo in the Heart of Downtown Nashville,399.0,District 19,Entire home/apt,3,5,2.0,2.0,2.0,bath
East Nashville Private Suite,159.0,District 6,Entire home/apt,1,4,1.0,4.0,1.0,bath
"RANCH BEAUT - 5Bd/3Ba, King Beds, Mins to Broadway",492.0,District 8,Entire home/apt,3,12,5.0,5.0,3.0,bath
⭐️Rooftop Stunner⭐️ / Near Downtown,461.0,District 24,Entire home/apt,2,10,3.0,7.0,3.5,bath
★LUXURIOUS TOWNHOME★ MUSIC CITY GROUP RETREAT★,138.0,District 20,Entire home/apt,2,10,3.0,4.0,3.5,bath
"Farmhouse 4 Bed/Bath, Pool, 15-20 mins to Downtown",425.0,District 1,Entire home/apt,3,8,4.0,4.0,4.0,bath
Loretta Lynn & Friends Country Cottage-7 min to DT,450.0,District 21,Entire home/apt,2,12,3.0,4.0,2.0,bath
THREE KING beds FREE parking 2 miles to Broadway,176.0,District 21,Entire home/apt,2,10,3.0,5.0,2.5,bath
Locale | Unbelievable 3BR Penthouse in Music Row,437.0,District 19,Entire home/apt,1,8,3.0,4.0,3.5,bath
"LOFT LULA 'SEIS' in Downtown Nashville, TN",100.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
"Haywood Cottage - Entire home, sleeps 12",279.0,District 30,Entire home/apt,1,12,4.0,6.0,2.0,bath
GORGEOUS HOME ✹CLOSE TO ACTION ✹ RELAX & HAVE FUN,139.0,District 20,Entire home/apt,2,10,3.0,6.0,3.0,bath
AMAZING TOWNHOME ✹ SAFE AREA ✹ PERFECT FOR GROUPS,123.0,District 20,Entire home/apt,2,10,3.0,6.0,3.0,bath
LUXURIOUS CHARM ✹CLOSE TO ACTION ✹ RELAXING FUN,168.0,District 20,Entire home/apt,2,10,3.0,6.0,3.0,bath
BEAUTIFUL CITY TOWNHOME ★ MINS TO BROADWAY,126.0,District 20,Entire home/apt,2,10,3.0,6.0,3.0,bath
Music City Medley waiting for your adventures,158.0,District 11,Entire home/apt,1,6,3.0,4.0,1.5,bath
Spacious/quiet 3BR home 11 miles from downtown.,187.0,District 29,Entire home/apt,2,6,3.0,3.0,2.5,bath
* 1 Bedroom Suite* Wyndham Nashville * Gorgeous*,253.0,District 15,Entire home/apt,3,4,1.0,2.0,1.0,bath
East Nashville Cozy Cottage in Walkable Edgefield,65.0,District 6,Entire home/apt,31,2,1.0,1.0,1.0,bath
East Nashville Hideaway,115.0,District 6,Entire home/apt,2,4,1.0,2.0,1.0,bath
12th South Gem! Yellow Door Guest House!,136.0,District 18,Entire home/apt,1,4,1.0,1.0,1.0,bath
ROOFTOP HOT-TUB WITH DOWNTOWN VIEWS #3,599.0,District 21,Entire home/apt,2,12,4.0,5.0,4.5,bath
All Things Nashville at Shelby Ave Suites #202,75.0,District 6,Entire home/apt,30,2,1.0,1.0,1.0,bath
2 Bedroom Condo - Nashville,264.0,District 15,Entire home/apt,4,6,2.0,3.0,2.0,bath
Nashville Vibes at Shelby Ave Suites #101,65.0,District 6,Entire home/apt,30,2,1.0,1.0,1.0,bath
Fall into the Heart of the Gulch - 2bed/2bath,170.0,District 19,Entire home/apt,2,5,2.0,4.0,2.0,bath
Charming 2 bedroom home in Nashville!,150.0,District 15,Entire home/apt,3,5,2.0,2.0,1.0,bath
ROOFTOP HOT-TUB WITH DOWNTOWN VIEWS #4,599.0,District 21,Entire home/apt,2,12,4.0,5.0,4.5,bath
1 Bedroom Suite * Wyndham Nashville,289.0,District 15,Entire home/apt,3,4,1.0,2.0,1.0,bath
"Brand new house, bike lanes, walk to restaurants",107.0,District 24,Entire home/apt,30,8,5.0,5.0,4.0,bath
"Paris Inspired Dwtn Condo -3 Beds, Patio & Parking",399.0,District 19,Entire home/apt,3,6,1.0,3.0,1.0,bath
Nashville Living at Shelby Ave Suites #103,65.0,District 6,Entire home/apt,30,2,1.0,1.0,1.0,bath
Spacious Nashville Townhome - 1 Mi to Downtown!,434.0,District 19,Entire home/apt,3,8,4.0,4.0,2.5,bath
*New Home*4 Beds*5 mins to Broadway*,212.0,District 21,Entire home/apt,2,10,3.0,4.0,2.5,bath
♥Quaint West Duplex *family friendly* 30 day min ♥,150.0,District 20,Entire home/apt,30,7,2.0,3.0,2.0,bath
"LOFT LULA 'SIETE' in Downtown Nashville, TN",100.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Stunning house walkable to bars breweries + coffee,506.0,District 20,Entire home/apt,2,12,4.0,9.0,3.5,bath
Cozy Nashville at Shelby Ave Suites #203,70.0,District 6,Entire home/apt,30,2,1.0,1.0,1.0,bath
Newly renovated 3BR house 7 mins from Downtown,188.0,District 16,Entire home/apt,3,6,3.0,3.0,2.5,bath
02 • MATTE BLACK 2 BD ★ MUSIC ROW ★ POOL ★ SLEEP 6,191.0,District 19,Entire home/apt,2,6,2.0,3.0,1.0,bath
NEW 4 BEDROOM PENTHOUSE SUITE ★ POOL ★ SLEEPS 12!,337.0,District 19,Entire home/apt,2,12,4.0,6.0,2.0,bath
Riverfront Delight on the Cumberland:Downtown Cond,179.0,District 19,Entire home/apt,1,4,1.0,1.0,1.0,bath
♥Private Deck♥ in Chic West End Condo*30 Day Min,280.0,District 21,Entire home/apt,3,8,2.0,4.0,2.5,bath
NEW Fully furnished  3BR/3.5BA with rooftop,119.0,District 5,Entire home/apt,14,10,3.0,9.0,3.5,bath
Fully FURNISHED Townhouse - minutes from Downtown,89.0,District 17,Entire home/apt,14,8,2.0,6.0,2.5,bath
MusicCityGetaway Park Free Walk to Broadway! Pool!,88.0,District 19,Entire home/apt,1,3,1.0,3.0,1.0,bath
Cozy Nashville Home with a Dedicated Office,89.0,District 22,Entire home/apt,30,5,3.0,3.0,2.0,bath
Kasa | Hear Music from Your Balcony | Nashville,193.0,District 19,Entire home/apt,4,6,2.0,3.0,2.0,bath
Kasa | Dance the Night Away | Nashville,143.0,District 19,Entire home/apt,4,2,1.0,2.0,1.0,bath
Ideal downtown Nashville loft – Letterpress Loft,222.0,District 19,Entire home/apt,2,4,1.0,3.0,1.0,bath
Family & Dog frienly w/ Playroom & Fenced Yard,200.0,District 23,Entire home/apt,7,6,4.0,4.0,3.0,bath
East Nashville Nook,155.0,District 7,Entire home/apt,3,2,1.0,2.0,1.0,bath
King of the Nations w/ Peloton 3BR 2.5B Full House,329.0,District 20,Entire home/apt,4,8,3.0,4.0,2.5,bath
"♥ Experience Southern Charm, walk to Hillsboro♥",275.0,District 18,Entire home/apt,3,6,2.0,2.0,2.0,bath
East Nashville Gem ~ Mins from Downtown & 5 Points,88.0,District 5,Entire home/apt,1,3,1.0,2.0,1.0,bath
Hip tiny house in the heart of East Nashville.,133.0,District 5,Entire home/apt,30,3,1.0,2.0,1.0,bath
Opryland Hideaway,290.0,District 15,Entire home/apt,4,8,3.0,5.0,1.0,bath
Cozy Backyard Cottage,175.0,District 5,Entire home/apt,2,2,1.0,1.0,1.0,bath
Revere Place Hideaway,147.0,District 15,Entire home/apt,2,4,2.0,2.0,1.0,bath
Nashville,250.0,District 15,Private room,3,4,1.0,1.0,1.0,private bath
BeerRun Perfect Spot in Downtown Nashville!,146.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
Fresh Cozy Room 6 mi from Downtown!,35.0,District 2,Private room,30,1,1.0,1.0,1.0,shared bath
Luxury Gulch home with rooftop,560.0,District 17,Entire home/apt,1,14,4.0,11.0,3.5,bath
Sonder at Village 21 | Studio Apartment,105.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
Sonder at Village 21 | Spacious One-Bedroom Apartment w/ Balcony,163.0,District 18,Entire home/apt,2,4,1.0,1.0,1.0,bath
"East Nashville Home, walk to dining & greenway",214.0,District 6,Entire home/apt,2,12,4.0,6.0,3.0,bath
Sonder at Village 21 | One-Bedroom Apartment w/ Balcony,124.0,District 18,Entire home/apt,2,4,1.0,1.0,1.0,bath
Newly Renovated Private Studio Apartment CLEAN,131.0,District 11,Private room,2,4,1.0,1.0,1.0,private bath
Private peaceful studio in Donelson,100.0,District 14,Entire home/apt,30,2,1.0,-1.0,1.0,bath
"Bespoke Retreat-Minutes to Broadway, Gulch,Weho and 12S",96.0,District 17,Entire home/apt,2,6,1.0,4.0,2.0,bath
"The Edison: Clean, Central, Get-Away",72.0,District 7,Entire home/apt,1,4,1.0,1.0,1.0,bath
The Nashville Efficiency! Dwntwn! .5 mi. 2 Grmntwn,34.0,District 21,Entire home/apt,30,2,1.0,1.0,1.0,bath
Lively East Nashville Pad; 1 Block to Dine & Shop,109.0,District 7,Entire home/apt,2,7,3.0,4.0,1.5,bath
"E301 / Mins Downtown, Broadway & Gulch / Parking",114.0,District 21,Entire home/apt,3,4,1.0,3.0,1.0,bath
"22-Larmon Loft in ""MUSIC HILL"" only 2 mi from Broadway",213.0,District 17,Entire home/apt,3,8,4.0,7.0,3.5,bath
23-The Larmon Large Modern Home w ROOFTOP in 8SOUTH,238.0,District 17,Entire home/apt,3,8,4.0,7.0,3.5,bath
"24- Larmon Loft  in Trendy ""Music Hill"" 2 mi to Broadway",216.0,District 17,Entire home/apt,3,8,4.0,7.0,3.5,bath
Sonder at Village 21 | Studio Apartment w/ Balcony,102.0,District 17,Entire home/apt,2,4,1.0,-1.0,1.0,bath
"1 Bedroom Deluxe Wyndham Nashville, TN",149.0,District 15,Entire home/apt,3,4,1.0,2.0,1.0,bath
"2 Bedroom Deluxe Wyndham Nashville, TN",189.0,District 15,Entire home/apt,3,6,2.0,3.0,2.0,bath
Rooftop Downtown View,350.0,District 21,Entire home/apt,2,6,3.0,3.0,3.5,bath
Stay in the same building as Willie&Kristofferson!,96.0,District 17,Entire home/apt,2,6,1.0,3.0,1.0,bath
Historic Apt- Home to Willie+Kristofferson in 70s!,96.0,District 17,Entire home/apt,2,6,1.0,2.0,1.0,bath
Charming Bungalow -  Close to Everything,148.0,District 5,Entire home/apt,3,10,3.0,5.0,2.0,bath
NASHVILLE SUPERSTAR ★ ULTRA LUXURY ★ MINS TO DTOWN,212.0,District 17,Entire home/apt,2,10,3.0,6.0,3.5,bath
25- Larmon Loft  Modern Home w  Rooftop Fireplace!,212.0,District 17,Entire home/apt,3,8,4.0,6.0,3.5,bath
30 Day Minimum - Beautiful Downtown Home,115.0,District 21,Entire home/apt,30,12,4.0,5.0,3.0,bath
Green Room in Whimsical East Nash House,45.0,District 5,Private room,30,1,1.0,1.0,1.5,shared bath
NEW DT Nashville apt with Courtyard Balcony,202.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
✰ HOLIDAY HOUSE ✰ Marg Machine! 7 Mins to Broadway,250.0,District 18,Entire home/apt,2,10,3.0,7.0,2.0,bath
5 Bedroom Suite - BentoLiving Chestnut Hill,876.0,District 17,Private room,1,6,5.0,5.0,5.0,bath
Modern Guest Suite in Walkable East Nashville,106.0,District 6,Entire home/apt,1,2,1.0,1.0,1.0,bath
3 Bed 2.5 Bath Relaxing Townhouse *10 mins from Broadway*,145.0,District 21,Entire home/apt,3,8,3.0,4.0,2.5,bath
Cozy Full House Minutes From DOWNTOWN Nashville!,62.0,District 3,Entire home/apt,30,8,3.0,3.0,2.5,bath
Bright/Spacious Condo Steps to Downtown + Parking!,235.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
⭐️NEW! Walk Downtown•Farmers Market•Beautiful Yard⭐️,38.0,District 19,Entire home/apt,2,4,2.0,2.0,2.0,bath
Perfectly located 12th South Carriage House,135.0,District 18,Entire home/apt,2,2,1.0,1.0,1.0,bath
Luxurious Resort-style Condo Downtown,109.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
⭐️East Nash MCM Ranch 3Bed Fire Pit Private Parking,190.0,District 8,Entire home/apt,1,6,3.0,4.0,2.0,bath
SUPERIOR LUXURY✨PRIVATE ROOFTOP✨/NEAR DOWNTOWN,347.0,District 21,Entire home/apt,2,12,3.0,8.0,3.5,bath
Large Private room with queen bed & private bath!,34.0,District 15,Private room,30,2,1.0,1.0,1.0,shared bath
Luxury Condo w/ Rooftop~9min to Brdway~Game Room,158.0,District 5,Entire home/apt,2,12,4.0,9.0,3.0,bath
NEW LUXURY 4 BED/4 BATH ROOFTOP 12 BEDS GAME ROOM!,230.0,District 21,Entire home/apt,2,12,4.0,12.0,4.0,bath
Home ON Belmont Campus - Buy 3 Nights Get 1 Free,226.0,District 17,Entire home/apt,2,10,3.0,5.0,3.5,bath
Luxury East Loft-Minutes to Broadway- FREE Parking,81.0,District 5,Entire home/apt,2,4,1.0,6.0,1.0,bath
Sonder at Euclid Court | Three-Bedroom Apartment,135.0,District 21,Entire home/apt,2,8,3.0,1.0,2.0,bath
Peace Of Nash BnB~quiet place after party downtown,136.0,District 3,Entire home/apt,2,6,2.0,3.0,1.0,bath
The Nashville Star - Near Nashville's Best Eats!,178.0,District 5,Entire home/apt,1,12,4.0,7.0,3.5,bath
Boutique One Bedroom Condo in Dynamic 12 South #202,105.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
Cheerful 2 bedroom home in the heart of Nashville!,200.0,District 2,Entire home/apt,3,4,2.0,3.0,2.0,bath
Condo on Music Row w/ Parking * Sleeps 6 * Pool,130.0,District 19,Entire home/apt,1,6,1.0,2.0,1.0,bath
**2 BR Lockoff @ Wyndham Nashville,199.0,District 15,Private room,3,8,2.0,3.0,2.0,bath
12 South * Perfect Location * Private Guest House,129.0,District 17,Entire home/apt,2,3,1.0,2.0,1.0,bath
BRAND NEW MODERN HOUSE-2 miles to BROADWAY,309.0,District 21,Entire home/apt,2,10,3.0,5.0,3.5,bath
Luxury 2BR & 2BA Steps Away from Broadway!,400.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
The Ilume | Gulch View | Massive Deck in Downtown,436.0,District 17,Entire home/apt,3,8,2.0,5.0,2.0,bath
SoBro Suite - 5th Ave Apartment-Walk to Broadway!,248.0,District 19,Entire home/apt,1,8,2.0,4.0,2.0,bath
The Red House -  Entire Home in Golf Community,223.0,District 29,Entire home/apt,4,8,3.0,3.0,2.0,bath
Sonder 16th South | Two-Bedroom Apartment,139.0,District 17,Entire home/apt,2,6,2.0,4.0,1.0,bath
Quiet 1 bedroom in the heart of East Nashville,112.0,District 6,Entire home/apt,1,2,1.0,1.0,1.0,bath
Home Sweet Nashville at Shelby Ave Suites #201,70.0,District 6,Entire home/apt,30,2,1.0,1.0,1.0,bath
"Walk Gulch,Music Row, Broadway Central Nashville",198.0,District 19,Entire home/apt,3,4,1.0,1.0,1.0,bath
Charming and Cozy,55.0,District 32,Private room,2,1,1.0,1.0,1.0,private bath
"VOTED ""HAPPIEST"" & ""MOST JOYFUL"" Nash Condo + Pool",88.0,District 17,Entire home/apt,1,4,1.0,2.0,1.5,bath
Club Nashville 1 Bedroom Condo,149.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
Luxurious DT 4BR Newbuild • 5 min⇢Broadway •4 FULLbath,157.0,District 19,Entire home/apt,2,12,4.0,9.0,4.0,bath
Pet-Friendly Nashville Getaway ~11 Mi to Downtown!,186.0,District 13,Entire home/apt,2,10,3.0,6.0,2.5,bath
East Nashville Home Away,120.0,District 6,Entire home/apt,2,2,1.0,2.0,1.0,bath
Sonder 16th South | Accessible One-Bedroom Apartment,114.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
"""New Stunning Apt. in the Heart of DT Nashville!""",178.0,District 19,Entire home/apt,1,6,2.0,2.0,2.0,bath
Historic Greenwood area home - East Nashville,301.0,District 5,Entire home/apt,1,11,4.0,6.0,3.5,bath
BEAUTIFUL GATED TOWNHOME ★ CLOSE TO THE ACTION,134.0,District 20,Entire home/apt,2,10,3.0,7.0,3.0,bath
The Honey Bee Cottage - Monthly Furnished 12South!,59.0,District 17,Entire home/apt,1,4,1.0,2.0,1.0,bath
*Hop 2 Broadway & More*Top Floor*Balcony*Pool*,166.0,District 19,Entire home/apt,1,6,1.0,2.0,1.0,bath
LUXURY CITY RETREAT ✦ CLOSE TO DOWTOWN,180.0,District 21,Entire home/apt,2,10,3.0,8.0,3.5,bath
RELAXING URBAN RETREAT ✦ MINS TO DOWNTOWN,198.0,District 21,Entire home/apt,2,10,3.0,8.0,3.5,bath
E202 / Mins Downtown & Broadway / Spacious,114.0,District 21,Entire home/apt,3,4,1.0,2.0,1.0,bath
Comfy Loft Gulch Nashville,175.0,District 19,Entire home/apt,1,8,2.0,4.0,2.0,bath
"E303 / Balcony / 2 Mi Downtown, Broadway & Gulch",152.0,District 21,Entire home/apt,3,2,1.0,1.0,1.0,bath
THE METROPOLITAN  ✦ MUSIC CITY LUXURY ✦ DOWNTOWN,134.0,District 21,Entire home/apt,2,10,3.0,8.0,3.5,bath
Heart of Nashville Luxury Condo-Walk to Broadway!,82.0,District 19,Entire home/apt,1,8,2.0,5.0,2.0,bath
Luxury Townhouse with rooftop view of downtown!,363.0,District 17,Entire home/apt,2,10,3.0,5.0,2.5,bath
Modern Apartment in Prime Location (ID4340),113.0,District 18,Entire home/apt,30,2,1.0,1.0,1.0,bath
private queen bed and bath near everything in Nash,36.0,District 26,Private room,2,2,1.0,1.0,1.0,private bath
Relax on Riverside,146.0,District 6,Entire home/apt,2,4,2.0,2.0,2.0,bath
SoBro Guest House by Black Swan - Near Broadway,103.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Parking,99.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
"1.3 MILES from BROADWAY, 3 STORY Brand NEW HOUSE!",296.0,District 19,Entire home/apt,2,12,4.0,9.0,3.5,bath
Music City Luxury Loft Downtown Nashville,84.0,District 19,Entire home/apt,1,6,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Urban Nashville Flat,99.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
SoBro Guest House by Black Swan - Urban Accommodations,99.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
"Newly built townhouse in gated community w/balcony, washer/dryer, central AC",263.0,District 5,Entire home/apt,2,8,2.0,4.0,2.5,bath
SoBro Guest House by Black Swan - Heart of SoBro,121.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Magnificent 4 Bedroom Home -w/ Balcony & Fireplace,104.0,District 17,Entire home/apt,1,8,4.0,4.0,3.5,bath
Uncork & Unwind FREE Parking POOL Walk to Broadway,192.0,District 19,Entire home/apt,2,8,2.0,5.0,2.0,bath
Huge 4 Bedroom Nashville Home -Fireplace & Balcony,96.0,District 17,Entire home/apt,1,8,4.0,4.0,3.5,bath
04 • NEW GLAM 2 BD ON MUSIC ROW ★ POOL ★ SLEEPS 6!,257.0,District 19,Entire home/apt,2,6,2.0,5.0,1.0,bath
"Huge Home in Music City -4 Bedroom, Balcony & Fire",100.0,District 17,Entire home/apt,1,8,4.0,4.0,3.5,bath
The Midge! 60's glam in downtown Nashville! 2B/2B,246.0,District 19,Entire home/apt,2,6,2.0,3.0,2.0,bath
Country Music Legendary Cabin near Opry on 5 acres,314.0,District 15,Entire home/apt,1,8,3.0,5.0,2.0,bath
"Beautiful, Quiet 1-Bed Near Vanderbilt & Downtown",115.0,District 19,Entire home/apt,30,4,1.0,2.0,1.0,bath
Stylish Hotel Room in the Music City!,60.0,District 15,Private room,1,2,1.0,1.0,1.0,private bath
Comfy 2-Bedrooom in Music City,109.0,District 9,Entire home/apt,2,5,2.0,3.0,1.0,bath
Nashville Home Close to Everything,79.0,District 21,Entire home/apt,30,6,2.0,2.0,1.0,bath
Modern Nashville Luxury Condo-Walk to Broadway!,64.0,District 19,Entire home/apt,1,8,2.0,5.0,2.0,bath
"""NEW Stunning DT Nashville City View Apartment!",248.0,District 19,Entire home/apt,1,8,2.0,3.0,2.0,bath
2BR Gem Secluded In 12 South Private Neighborhood,87.0,District 17,Entire home/apt,32,4,2.0,2.0,1.0,bath
❤ Walk to Downtown-Nashville-Pool-King Bed-Gym,131.0,District 19,Entire home/apt,1,6,1.0,3.0,1.0,bath
The Dolly,200.0,District 5,Entire home/apt,3,12,4.0,5.0,4.0,bath
Townhome in Trendy East Nashville with Flower Wall,115.0,District 5,Entire home/apt,30,8,2.0,3.0,2.5,bath
Nashview - Heart of Gulch - 360º Views of Downtown,408.0,District 17,Entire home/apt,1,12,4.0,6.0,4.0,bath
Lux 2 Bedroom Condo-Steps to Broadway!,89.0,District 19,Entire home/apt,1,8,2.0,5.0,2.0,bath
"W/D, Lounge area, quiet, near Vanderbilt",1000.0,District 21,Entire home/apt,120,1,1.0,-1.0,1.0,bath
Oasis in Old Hickory- boutique hotel feels,97.0,District 11,Entire home/apt,30,4,1.0,1.0,1.0,bath
